hid,wp,age,gender,marital_status,employment,driving_licence,age_discrete,htype,hsize,nbcars,nbcars_agg,role
126792,0.3062690305,67,2,2,4,1,6,210,2,1,1,1
454551,0.9181110415,49,2,2,1,1,5,220,4,1,1,2
326567,2.7703303674,47,2,4,1,1,5,10,1,1,1,1
247356,1.3260616296,91,1,3,4,1,6,10,1,1,1,1
317048,1.4821373434,54,2,2,1,1,5,210,2,1,1,1
431624,0.6051139093,8,1,1,5,2,1,220,4,2,2,4
426571,1.4493909515,66,2,2,4,1,6,210,2,2,2,2
280735,1.1856590582,25,2,1,1,1,4,220,4,1,1,3
281538,1.7145144486,59,2,4,1,1,5,10,1,1,1,1
273397,1.7341718728,62,2,2,2,1,5,10,1,1,1,1
115257,1.0290377731,32,2,2,2,1,4,30,8,3,3,4
147805,1.6478737301,39,1,1,1,1,4,10,1,1,1,1
350428,1.8934031857,9,1,1,5,2,1,220,5,1,1,5
424216,0.3594355127,11,1,1,5,2,1,220,5,1,1,4
277559,2.2873186338,38,1,1,1,1,4,10,1,1,1,1
274692,0.712534739,65,1,2,1,1,6,210,2,1,1,1
359227,1.2964381334,51,1,2,1,2,5,210,2,0,0,2
146713,2.42197129,30,1,1,1,1,4,30,3,1,1,1
423005,1.9684438279,49,1,1,1,1,5,220,4,2,2,1
138552,1.9587114278,91,1,1,4,2,6,10,1,0,0,1
152056,0.5042824758,82,1,2,4,1,6,210,2,1,1,1
343591,1.0939604993,54,1,4,1,1,5,10,1,1,1,1
268668,1.0030879923,58,2,2,2,1,5,220,4,2,2,2
436519,0.5397743263,13,1,1,5,2,1,220,3,3,3,3
411575,1.4589147776,35,1,2,1,1,4,210,2,1,1,1
120391,1.118131632,25,1,1,1,1,4,230,3,1,1,2
428167,4.6799877813,37,2,2,1,1,4,220,4,1,1,2
428867,0.4102789366,53,2,2,1,1,5,220,3,3,3,2
253951,1.3394926319,29,2,1,1,1,4,220,4,1,1,3
426737,0.5422272969,73,1,1,4,1,6,10,1,2,2,1
438107,0.9165700273,54,1,2,1,1,5,220,3,0,0,1
136062,0.8221603429,37,2,1,1,1,4,210,2,3,3,2
437913,2.3522350637,57,1,4,2,2,5,230,3,0,0,1
316758,2.2705177683,86,2,3,4,1,6,10,1,1,1,1
249514,0.56551436,71,1,2,4,1,6,210,2,1,1,1
333636,1.6901766471,46,2,4,1,1,5,220,3,2,2,1
155769,1.7568249062,60,2,4,2,1,5,10,1,1,1,1
354307,0.8122683817,49,1,2,1,1,5,30,2,2,2,2
272812,0.9174032143,81,2,4,4,2,6,10,1,0,0,1
279485,1.381311013,28,2,4,2,2,4,220,3,0,0,2
269291,2.2741341277,29,2,1,1,1,4,210,2,1,1,2
419429,2.0662772189,34,2,1,1,1,4,220,3,4,4,2
123517,1.5971855299,34,2,1,1,1,4,220,4,2,2,2
278804,0.6797563071,54,2,2,1,2,5,210,2,1,1,2
278383,0.8541406913,9,1,1,5,2,1,220,4,2,2,3
121474,1.8631038506,65,1,2,1,1,6,10,1,0,0,1
346448,0.8120470209,61,2,4,1,2,5,230,2,0,0,1
249843,2.6288337191,29,2,1,1,1,4,210,2,2,2,2
265057,2.1369973478,23,1,1,1,1,3,220,5,1,1,3
143522,4.1818542498,50,1,4,1,1,5,210,2,1,1,1
411077,0.8494800726,60,2,2,1,1,5,220,3,1,1,2
442557,0.778604745,57,1,4,2,1,5,10,1,0,0,1
314668,1.1419271369,84,1,2,4,2,6,210,2,1,1,1
344566,1.4347030313,84,2,3,4,2,6,10,1,0,0,1
416766,3.0915140603,25,2,1,1,1,4,210,2,2,2,2
240433,0.6978939368,14,2,1,5,2,1,220,4,2,2,4
144157,4.1504479717,37,2,1,1,1,4,210,2,1,1,1
114384,2.1856066252,25,1,1,1,2,4,30,2,0,0,1
272466,2.5319323724,41,1,1,1,1,4,10,1,1,1,1
431356,1.4237133007,33,1,1,1,1,4,30,2,1,1,1
420354,1.5070794388,9,2,1,5,2,1,220,5,1,1,4
412348,1.6443492612,29,1,1,1,1,4,10,1,1,1,1
281862,1.8629920581,62,1,4,1,1,5,10,1,1,1,1
417171,2.7114555617,69,1,2,4,1,6,210,2,0,0,1
144848,1.9519476785,61,1,2,1,1,5,10,1,1,1,1
318416,1.5070666188,63,2,3,1,1,5,10,1,0,0,1
424405,0.7120229484,25,2,1,1,2,4,230,3,2,2,3
349433,1.2173429604,54,1,2,1,1,5,210,2,1,1,2
269212,1.4895142937,10,1,1,5,2,1,220,4,1,1,4
451266,2.6570606952,27,2,1,1,1,4,230,2,2,2,1
281377,1.1263289277,56,2,2,1,1,5,210,2,1,1,2
268494,2.1862349005,29,2,2,1,1,4,210,2,1,1,1
413679,2.2640218581,63,2,4,1,1,5,10,1,2,2,1
282618,0.6865792177,7,1,1,5,2,1,220,4,1,1,4
328987,1.3456243895,49,2,2,1,1,5,220,4,2,2,2
286634,2.3250622836,27,1,1,1,1,4,30,2,2,2,2
338903,1.6411403135,13,2,1,5,2,1,230,3,1,1,2
438159,1.927607428,41,2,2,1,1,4,220,4,2,2,2
344291,0.4440241393,75,1,2,4,1,6,210,2,2,2,1
115827,4.9702038141,25,1,1,3,1,4,30,2,0,0,2
449271,2.0976214643,41,2,1,1,1,4,220,4,1,1,1
286826,1.6361292134,78,2,3,4,2,6,10,1,0,0,1
357035,1.9222603917,26,2,1,1,1,4,10,1,0,0,1
313074,3.9920065465,28,2,4,1,1,4,10,1,0,0,1
332163,0.5526983347,83,1,2,4,1,6,210,2,1,1,2
151653,3.8201331591,29,1,1,1,1,4,210,2,2,2,1
416533,0.7103565158,61,2,3,1,2,5,10,1,0,0,1
340402,0.715453323,67,2,2,1,1,6,220,3,2,2,1
134552,0.9147771783,69,2,2,4,1,6,210,2,2,2,1
341037,1.1587049832,54,2,4,1,1,5,210,2,1,1,2
319896,0.9985589198,54,2,4,1,1,5,210,2,2,2,1
332078,1.3490299814,43,2,2,1,1,4,210,2,2,2,1
314145,1.4989797527,72,1,1,4,1,6,10,1,1,1,1
243258,0.6040370484,84,1,2,4,2,6,210,2,0,0,1
330169,3.7748587706,22,1,1,1,1,3,220,6,5,5,6
319078,1.1800541573,8,1,1,5,2,1,220,4,1,1,4
123598,2.0708592586,52,2,1,1,1,5,10,1,0,0,1
440275,0.6679256171,80,2,2,4,1,6,210,2,1,1,1
113094,0.7011797408,14,1,1,5,2,1,220,4,0,0,4
242197,1.5707021161,49,2,2,1,1,5,220,3,3,3,2
355937,1.2161674788,26,1,1,1,2,4,10,1,0,0,1
158793,2.1154992347,53,1,3,1,1,5,230,2,1,1,1
253943,0.9772063418,49,2,2,1,1,5,220,4,1,1,2
423264,0.3944237568,50,2,2,1,1,5,10,1,0,0,1
414085,2.4441595103,33,1,1,1,1,4,10,1,1,1,1
418372,0.6657510338,73,1,2,4,1,6,210,2,1,1,1
273091,0.7573007842,12,1,1,5,2,1,220,4,1,1,3
273259,2.2152084549,48,1,4,1,1,5,10,1,1,1,1
116523,1.8550811827,43,2,1,1,1,4,10,1,0,0,1
317707,2.8385341157,33,1,1,1,1,4,10,1,1,1,1
268905,0.3671388373,22,1,1,3,1,3,220,5,3,3,3
354898,0.9233235889,91,1,3,4,2,6,10,1,0,0,1
328574,1.0331537973,54,1,2,1,1,5,210,2,2,2,2
246985,0.6931477225,58,1,2,1,1,5,210,2,2,2,1
453688,0.8101405109,58,2,2,2,1,5,220,3,1,1,1
443807,1.9340108513,9,1,1,5,2,1,30,5,3,3,4
332262,0.6320914731,91,2,3,4,2,6,30,2,0,0,1
254485,0.5045610698,85,2,3,4,1,6,10,1,1,1,1
450052,1.1627954045,77,1,2,4,1,6,210,2,1,1,2
319415,1.9259298757,45,2,2,2,1,5,220,3,2,2,1
244167,0.5480240388,56,1,2,1,1,5,220,4,1,1,1
435287,1.3426759033,49,2,2,1,1,5,220,4,2,2,2
150793,0.4527554767,54,1,2,2,1,5,220,4,1,1,1
344259,1.4442440586,53,1,1,1,1,5,210,2,3,3,2
414261,0.6670543721,28,1,1,1,1,4,210,2,1,1,1
137955,0.6580447903,24,2,1,1,1,4,220,3,2,2,3
123299,0.8883984212,44,2,2,1,1,5,220,4,2,2,2
131598,2.3044981175,53,1,4,1,1,5,10,1,1,1,1
256429,2.0742031357,33,2,1,1,1,4,220,4,1,1,2
154217,0.2614465955,81,2,4,4,1,6,10,1,1,1,1
433827,0.7150000425,63,1,2,4,1,5,210,2,2,2,1
134976,1.7695233461,87,2,3,4,1,6,10,1,1,1,1
266735,0.9140328216,56,1,2,1,1,5,220,4,3,3,1
331796,0.5770324955,46,1,2,1,1,5,220,4,2,2,1
126848,0.7378728383,8,2,1,5,2,1,220,3,0,0,3
424881,1.5749635943,40,2,2,2,1,4,210,2,1,1,2
433534,0.3631735564,54,2,2,1,2,5,220,5,2,2,2
271093,2.518636427,27,1,1,1,1,4,210,2,1,1,1
411753,0.8061944583,50,1,2,1,1,5,220,4,2,2,1
426506,1.7772269733,39,1,2,1,1,4,220,4,2,2,1
311923,0.3424691987,74,2,2,4,1,6,210,2,2,2,1
323326,0.5311806415,13,1,1,5,2,1,230,3,0,0,2
418932,0.7423342649,58,2,4,1,1,5,230,2,2,2,1
323353,0.6161138615,14,2,1,5,2,1,220,5,1,1,4
345866,4.7604019338,52,1,1,1,2,5,10,1,0,0,1
142191,2.4609148736,71,1,2,4,1,6,10,1,1,1,1
424392,0.7118105219,80,2,2,4,2,6,210,2,0,0,1
282347,0.636128511,11,2,1,5,2,1,220,4,1,1,3
412602,0.6691189364,11,1,1,5,2,1,220,4,2,2,4
110661,0.6851781514,58,2,2,1,1,5,210,2,2,2,2
151449,3.0829504247,31,2,2,1,1,4,220,6,3,3,4
242117,0.6916408397,52,1,2,1,1,5,220,3,1,1,1
243899,1.4904680684,25,2,2,1,1,4,210,2,1,1,2
349732,1.4435684118,18,2,1,3,1,3,220,3,2,2,3
334471,0.9631234761,41,2,1,1,1,4,220,3,3,3,2
427665,3.9658467164,17,2,1,1,2,2,230,3,0,0,3
419088,0.426534059,67,1,2,4,1,6,210,2,1,1,1
267397,4.8252994059,23,2,1,1,1,3,10,1,0,0,1
311716,1.3132706228,48,2,1,3,1,5,220,3,2,2,1
118996,1.5930493256,75,2,2,4,2,6,210,2,1,1,1
122556,0.3798069756,68,2,2,4,1,6,210,2,2,2,2
120347,0.9079058644,58,2,1,1,1,5,10,1,1,1,1
341552,0.5813844815,77,2,4,4,1,6,10,1,1,1,1
433497,0.8886526484,41,2,4,1,1,4,220,3,1,1,3
330146,1.0996567131,56,2,2,1,1,5,210,2,1,1,1
420891,1.6547817507,31,1,2,1,1,4,220,4,1,1,1
155105,1.221023256,9,1,1,5,2,1,220,4,2,2,3
266409,0.6849545596,59,2,3,1,1,5,210,2,1,1,2
421942,1.5198333268,54,2,2,1,1,5,220,3,2,2,2
341283,6.151553928,43,1,2,1,1,4,30,2,0,0,1
310037,0.9293877045,62,1,2,1,1,5,210,2,2,2,1
440263,0.878982345,50,2,2,1,1,5,220,3,1,1,2
426493,0.4980195881,61,2,2,1,1,5,210,2,2,2,2
153403,0.6284630847,67,1,2,4,1,6,210,2,1,1,2
241285,0.6881636924,47,2,2,1,1,5,220,4,2,2,1
455256,0.5149031632,65,2,2,4,1,6,210,2,2,2,2
442746,0.8818041598,73,1,2,4,1,6,210,2,2,2,1
262272,1.6978468107,36,2,4,1,1,4,210,2,2,2,1
245369,1.4380607946,81,2,4,4,2,6,10,1,0,0,1
438685,1.6616311941,32,1,1,1,1,4,10,1,0,0,1
450964,2.8497698079,49,1,2,1,1,5,220,3,1,1,1
124418,2.7480173723,26,2,1,1,1,4,10,1,1,1,1
359623,1.2647981606,16,1,1,1,2,2,220,5,3,3,5
424101,0.6766365837,15,1,1,3,2,2,220,4,2,2,3
410645,1.6092289642,37,1,1,1,1,4,220,4,2,2,1
453048,2.7346677539,13,1,1,5,2,1,230,3,1,1,3
454029,0.7036484082,7,2,1,5,2,1,220,4,1,1,4
264553,3.5821286974,10,2,1,5,2,1,220,4,1,1,3
281574,0.7045059067,71,2,2,4,1,6,210,2,2,2,2
156692,0.6376265182,74,2,2,4,1,6,210,2,1,1,2
129061,0.9771378404,41,2,4,1,1,4,230,3,0,0,1
148338,1.0640160718,40,1,2,1,1,4,220,3,1,1,1
328102,3.4425816083,37,1,2,1,1,4,210,2,2,2,2
311649,1.0154085129,33,1,1,1,1,4,10,1,1,1,1
258811,2.7597175914,16,1,1,3,2,2,30,4,1,1,3
425796,1.6879290669,33,2,2,1,1,4,220,3,1,1,2
157363,1.100830771,41,1,2,1,1,4,220,4,1,1,1
261025,0.9377078958,49,1,2,1,1,5,220,3,3,3,1
242399,2.3789795075,44,1,2,1,1,5,220,3,1,1,1
138167,2.155406563,33,1,2,1,1,4,210,2,1,1,1
447131,0.9899830158,74,1,2,4,1,6,210,2,4,4,1
419481,0.5328704835,57,2,2,1,1,5,220,3,2,2,1
266026,1.9878757679,22,1,1,1,1,3,230,2,1,1,2
274086,1.1792381938,43,1,1,1,1,4,10,1,0,0,1
431794,2.6198556015,26,2,1,1,1,4,10,1,1,1,1
443846,2.1034730866,58,1,2,1,1,5,210,2,1,1,1
262788,0.9739663331,57,2,2,1,1,5,30,6,5,5,1
132432,2.9109723554,51,2,2,1,2,5,220,3,0,0,1
331755,0.6242892855,15,1,1,3,2,2,230,3,1,1,3
440011,2.2365032526,25,2,1,1,1,4,220,3,3,3,3
278976,0.8159793865,64,1,3,1,1,5,10,1,1,1,1
427639,2.8605202187,15,2,1,3,2,2,30,3,2,2,2
118469,1.3056838067,80,2,3,4,1,6,10,1,0,0,1
145997,0.5738117925,81,1,2,4,1,6,210,2,1,1,1
265517,4.5237458638,56,1,4,1,1,5,210,2,1,1,1
124319,0.807428546,31,1,1,1,1,4,220,3,2,2,3
151238,1.6681731486,16,2,1,3,2,2,220,4,1,1,3
316293,1.4806791524,82,1,1,4,2,6,10,1,0,0,1
248484,0.986599372,12,1,1,5,2,1,220,5,0,0,5
344959,0.6117548614,43,2,2,1,1,4,210,2,1,1,2
415388,1.4935653,83,1,2,4,1,6,210,2,1,1,1
287026,0.6997562748,62,2,2,1,1,5,220,3,0,0,1
132544,0.3184613502,60,2,4,1,1,5,210,2,2,2,1
416933,3.1876666083,38,1,1,1,1,4,10,1,2,2,1
158681,0.8902546313,8,1,1,5,2,1,220,4,2,2,4
442604,0.6866130646,88,2,2,4,2,6,210,2,0,0,1
141693,2.3629273086,24,1,1,2,2,4,10,1,0,0,1
411434,0.5169280048,23,1,1,3,1,3,220,3,1,1,3
156452,1.7208741067,23,1,1,1,1,3,210,2,0,0,2
272289,4.0910166745,49,2,2,1,1,5,220,4,0,0,2
444516,0.4467281418,68,2,2,4,1,6,210,2,2,2,2
139733,1.541422932,59,2,4,1,1,5,10,1,1,1,1
125521,2.0646922757,36,1,2,1,1,4,220,6,0,0,1
425428,0.7535921302,52,2,4,1,1,5,30,3,3,3,3
276296,1.6213465782,21,2,1,3,2,3,30,3,1,1,3
315494,1.9578933393,46,2,1,1,2,5,230,2,0,0,1
249619,5.1035448275,33,2,1,1,2,4,10,1,0,0,1
426372,1.0556042205,51,1,1,1,2,5,10,1,0,0,1
346856,0.413453607,69,1,2,4,1,6,210,2,1,1,1
458355,1.6700297742,60,1,2,4,1,5,210,2,3,3,1
272071,1.4395642213,9,2,1,5,2,1,220,6,0,0,4
447549,2.0303946462,18,1,1,1,1,3,220,4,3,3,3
253089,0.7536013992,65,2,1,4,1,6,210,2,1,1,1
439092,4.059506926,28,1,1,1,1,4,210,2,0,0,2
431965,2.0847974763,56,1,1,1,1,5,210,2,1,1,1
130339,1.9240988466,29,2,2,1,1,4,210,2,2,2,1
317381,3.0679758585,62,2,4,2,1,5,210,2,2,2,2
258576,3.103168787,39,2,2,1,1,4,220,5,2,2,1
148602,2.5923438673,27,2,1,1,1,4,230,3,2,2,3
324115,2.7640925095,32,1,1,1,1,4,10,1,0,0,1
421304,0.5952059462,72,2,2,4,1,6,210,2,1,1,2
117316,2.1700814289,50,1,1,1,1,5,10,1,0,0,1
113231,1.0253172205,59,2,4,1,1,5,10,1,1,1,1
424982,2.0851119967,64,1,2,4,1,5,210,2,1,1,1
153686,1.4133531825,53,2,4,1,1,5,10,1,1,1,1
156137,1.8368633784,29,2,1,1,2,4,230,2,1,1,2
434189,3.3613360214,39,2,1,2,2,4,230,2,0,0,2
435254,2.9083504308,33,1,1,1,1,4,210,2,3,3,1
118919,2.6700823989,19,1,1,3,1,3,220,3,2,2,3
268392,1.6478227945,67,1,4,1,1,6,10,1,1,1,1
343295,0.5475881065,74,2,2,4,1,6,210,2,1,1,1
448326,1.2938201505,62,1,2,1,1,5,220,4,3,3,1
276663,1.0007390232,6,1,1,5,2,1,220,4,1,1,3
251264,0.4647510659,71,2,2,4,1,6,210,2,1,1,2
283402,3.7071321775,31,1,2,1,1,4,30,8,4,4,3
118349,5.1741591103,30,1,2,1,1,4,220,3,2,2,1
268463,1.4237541098,22,2,1,1,1,3,220,4,2,2,3
415021,0.4639419686,46,2,2,1,1,5,220,5,2,2,2
454218,0.5110772788,68,2,2,4,1,6,210,2,1,1,1
132333,2.2360387208,55,1,4,1,1,5,10,1,1,1,1
288151,0.5293484075,59,1,2,1,1,5,210,2,1,1,1
458453,1.7773613507,51,1,1,1,1,5,210,2,2,2,2
346103,1.7405767635,46,2,4,1,2,5,230,4,0,0,1
158817,2.3241844873,25,2,1,2,1,4,210,2,1,1,1
330408,0.476001612,73,1,1,4,1,6,10,1,1,1,1
126734,0.6851781514,61,2,2,1,1,5,210,2,1,1,2
258753,0.7209775177,43,2,2,1,1,4,210,2,2,2,2
247918,0.7187849595,73,2,2,4,2,6,210,2,1,1,2
454649,0.9464893996,55,1,4,1,1,5,10,1,1,1,1
138523,3.2767732488,38,1,2,1,1,4,210,2,1,1,1
431559,1.0254156991,92,2,4,4,2,6,10,1,0,0,1
242756,2.2143753143,26,1,1,1,1,4,10,1,0,0,1
153781,1.6456089362,84,2,4,4,1,6,10,1,1,1,1
136843,2.4816540494,51,1,2,1,1,5,210,2,1,1,1
431546,1.1540168762,50,1,1,1,1,5,210,2,2,2,1
241452,0.6753942892,75,2,3,4,1,6,10,1,1,1,1
422303,2.2865975805,47,1,1,1,1,5,220,4,1,1,1
428355,3.4815752496,54,2,4,1,1,5,10,1,1,1,1
281617,1.9797407119,25,2,1,1,1,4,30,2,0,0,2
248112,1.1166277077,62,1,2,1,1,5,210,2,2,2,1
136531,2.4301350516,36,1,1,1,1,4,230,2,1,1,2
259432,1.6231313969,39,2,2,1,2,4,220,3,1,1,2
456767,0.7251150289,39,1,2,1,1,4,30,6,4,4,4
421942,1.5198333268,54,2,2,1,1,5,220,3,2,2,2
310874,2.5499685686,19,1,1,1,1,3,220,5,1,1,3
351181,0.325416437,72,2,2,4,1,6,210,2,1,1,1
276363,1.4614666464,14,1,1,5,2,1,230,3,1,1,2
319263,0.7204083084,32,1,1,1,1,4,220,4,1,1,2
288908,0.4354948154,18,1,1,2,1,3,220,4,1,1,3
133783,0.4262790221,66,1,2,4,1,6,210,2,1,1,2
250152,0.8340932906,13,1,1,5,2,1,220,5,2,2,3
124712,3.4050460179,29,1,1,1,1,4,210,2,1,1,1
246294,1.5197330898,22,2,1,1,1,3,220,5,2,2,5
355992,3.0742002953,31,1,2,1,1,4,30,4,1,1,2
287834,2.2470908775,48,1,1,1,1,5,30,2,2,2,1
441604,0.751690579,8,2,1,5,2,1,220,5,2,2,4
271367,0.6800831744,54,1,2,1,1,5,220,4,1,1,1
120683,3.5518564232,22,2,1,1,1,3,230,2,2,2,2
267155,1.5318158602,12,1,1,5,2,1,220,5,3,3,3
410943,0.6794320795,11,1,1,5,2,1,220,4,3,3,4
159235,0.6679853135,66,2,2,4,1,6,210,2,1,1,2
346008,1.6556760181,51,1,2,1,1,5,210,2,0,0,1
424238,0.4565535112,52,2,1,1,1,5,220,4,2,2,1
421509,1.1177636636,62,2,4,1,1,5,10,1,0,0,1
422286,2.3076023168,74,1,2,4,1,6,210,2,3,3,1
332364,1.7429236146,18,2,1,1,1,3,220,4,3,3,4
423564,1.113505375,39,1,2,1,1,4,210,2,2,2,1
135534,2.6499954673,21,1,1,1,1,3,220,3,2,2,3
354942,0.9880999247,55,2,2,1,1,5,220,3,3,3,2
333944,0.6387585248,76,1,1,4,1,6,10,1,1,1,1
351236,0.6705586241,41,2,2,1,1,4,220,4,2,2,1
119183,2.4762698678,25,1,1,1,1,4,10,1,1,1,1
421523,0.8971691702,61,1,2,1,1,5,210,2,3,3,1
438889,1.5396741903,43,1,2,1,1,4,220,5,3,3,1
429973,0.5054991125,68,1,2,1,1,6,220,4,2,2,1
421432,0.8633516411,85,2,3,4,1,6,10,1,0,0,1
123826,3.3824779712,52,2,2,1,1,5,230,3,1,1,1
326701,0.6893434213,13,1,1,5,2,1,230,4,1,1,3
266406,1.6556603269,18,2,1,1,1,3,220,5,2,2,3
347994,2.8304296609,28,1,1,1,2,4,10,1,0,0,1
116163,1.4506950655,21,2,1,3,2,3,220,3,1,1,3
149996,0.7105774649,30,1,2,1,1,4,220,4,2,2,2
269157,0.5458311675,22,1,1,3,1,3,220,4,2,2,3
354277,1.0996946094,76,2,2,4,1,6,210,2,2,2,1
117914,1.9437053195,7,2,1,5,2,1,220,4,1,1,3
265939,0.6283149257,59,2,4,1,1,5,10,1,1,1,1
158287,0.6363463213,14,1,1,5,2,1,220,4,0,0,4
145663,2.0824726199,35,2,1,2,1,4,210,2,2,2,2
353314,1.973198428,74,1,2,1,1,6,210,2,1,1,1
242302,4.0653704816,30,1,1,1,1,4,10,1,1,1,1
137621,0.8966198974,65,2,2,4,1,6,210,2,0,0,2
326027,3.3365028725,19,1,1,1,2,3,220,3,1,1,3
427667,3.0170220816,60,1,4,1,1,5,230,2,1,1,2
143608,1.4532895637,11,2,1,5,2,1,220,5,2,2,4
315277,2.0350407796,45,2,2,1,1,5,220,4,1,1,1
255845,0.4957450762,79,2,1,4,2,6,10,1,0,0,1
454275,1.3004395194,39,2,2,1,1,4,220,4,1,1,1
152016,1.541427198,95,2,1,4,2,6,10,1,0,0,1
412618,0.538485383,53,2,2,1,2,5,210,2,1,1,2
412969,1.9909077522,84,2,3,4,2,6,10,1,0,0,1
333932,0.4266898332,17,2,1,1,2,2,220,6,2,2,4
135063,2.6464462727,54,2,4,1,1,5,210,2,1,1,1
454771,1.9443827914,44,1,2,1,1,5,220,6,3,3,1
339577,1.0798464314,16,2,1,1,2,2,220,5,1,1,3
253156,0.5945823334,48,2,2,1,1,5,220,4,2,2,2
416766,3.0915140603,25,2,1,1,1,4,210,2,2,2,2
413762,1.1030364972,75,2,3,1,1,6,10,1,1,1,1
326088,1.7713839634,51,1,2,1,1,5,220,3,1,1,1
415667,0.5488938512,37,1,2,1,1,4,220,5,2,2,1
266545,3.5695457726,37,1,2,1,1,4,210,2,2,2,1
315315,1.2827429802,17,1,1,3,2,2,220,4,2,2,3
310508,0.9722669969,40,2,2,1,1,4,220,3,2,2,2
443083,1.814667095,45,2,4,1,1,5,30,5,1,1,2
129983,0.6488692191,85,2,1,4,1,6,10,1,1,1,1
337977,1.2517394708,43,1,2,1,1,4,220,4,0,0,2
243247,1.1819244326,35,1,2,1,1,4,10,1,1,1,1
351308,2.1065820382,51,2,1,1,1,5,210,2,2,2,1
147675,0.4862183424,81,1,2,4,2,6,210,2,0,0,1
125668,2.440924489,80,2,3,4,1,6,10,1,1,1,1
142341,1.1347274333,26,1,1,1,2,4,30,2,0,0,2
449896,1.3955200669,52,1,2,1,1,5,220,4,3,3,1
431436,2.0460596243,31,1,1,1,1,4,210,2,0,0,1
314063,0.4659702511,45,1,2,1,1,5,210,2,1,1,2
287232,1.5931913034,40,2,2,2,1,4,220,4,1,1,1
279792,1.9815206269,41,2,2,1,1,4,230,2,1,1,1
451078,1.140166824,53,2,2,1,1,5,210,2,2,2,2
347556,0.4166208339,73,2,2,4,1,6,210,2,3,3,2
454415,0.554419127,10,2,1,5,2,1,220,5,2,2,3
313867,0.5180067153,55,1,2,1,1,5,220,4,3,3,1
431108,2.1336244421,44,1,2,1,1,5,220,3,2,2,2
159428,2.081109676,28,2,1,1,1,4,210,2,1,1,1
330793,0.3470133364,42,1,2,1,1,4,220,4,2,2,2
253716,0.7795400825,55,2,4,1,1,5,230,2,1,1,1
450162,1.6029780297,40,1,2,1,1,4,210,2,1,1,1
434156,1.6966956443,57,2,2,1,1,5,220,3,1,1,2
410564,0.592091435,50,1,4,2,2,5,10,1,0,0,1
122407,0.7120798955,56,1,1,2,1,5,230,2,2,2,2
357458,1.5292496188,39,1,2,1,1,4,220,6,2,2,1
436663,3.0338016798,38,1,1,1,1,4,220,3,1,1,1
275395,2.7355931182,41,2,2,1,1,4,220,5,2,2,2
128182,2.2207030957,44,2,1,1,1,5,10,1,1,1,1
458592,0.9597258384,77,2,3,4,1,6,30,2,1,1,2
435532,1.5565216621,48,1,2,1,1,5,220,4,1,1,1
347837,0.7360156332,52,2,2,1,1,5,220,5,2,2,2
132674,0.7117959953,48,1,2,1,1,5,220,3,2,2,1
279765,0.4771835742,8,1,1,5,2,1,220,5,2,2,4
332655,1.115628274,76,1,2,4,1,6,210,2,3,3,1
357138,4.0825693399,69,2,2,4,2,6,10,1,0,0,1
347709,2.0324091504,16,2,1,3,2,2,220,4,1,1,3
315467,0.8515209662,67,2,4,4,1,6,10,1,0,0,1
341839,1.1363319298,47,2,1,2,2,5,10,1,0,0,1
442144,0.8763186398,64,2,1,4,2,5,10,1,0,0,1
440739,0.9790505474,60,1,1,2,1,5,210,2,1,1,1
426849,1.3028038988,29,1,1,1,2,4,10,1,0,0,1
441964,3.0615318473,38,2,1,1,1,4,220,4,2,2,1
449421,2.4427397002,65,1,1,4,1,6,30,2,0,0,1
320507,2.11738875,60,2,2,1,1,5,220,3,1,1,2
252854,0.8818446928,30,2,2,1,1,4,210,2,2,2,2
337269,0.6531699305,36,2,2,1,1,4,220,5,1,1,2
122085,0.7819080638,63,1,2,1,1,5,220,3,2,2,2
270636,3.3299356464,62,2,2,2,1,5,210,2,0,0,2
287064,2.7316700237,19,1,1,1,1,3,220,4,1,1,4
436965,1.4217949848,83,2,3,4,1,6,10,1,1,1,1
121419,1.5284525462,44,2,1,2,2,5,230,2,0,0,1
144503,0.609428576,45,2,2,1,1,5,220,4,2,2,1
328295,0.6609489408,74,2,4,4,2,6,10,1,0,0,1
331793,3.63404079,36,2,2,1,1,4,220,3,1,1,2
333904,0.5013267901,67,2,2,4,1,6,210,2,1,1,2
147168,2.6355910297,30,1,1,2,1,4,220,5,1,1,3
430538,4.1081728493,37,1,2,1,1,4,30,8,2,2,3
442971,0.9086877297,61,2,2,1,1,5,220,3,3,3,1
143455,1.828712265,24,1,1,1,1,4,10,1,1,1,1
251423,1.182720457,59,2,2,1,1,5,220,3,2,2,1
419319,1.5977708226,84,2,3,4,2,6,10,1,0,0,1
243927,3.1398265865,9,1,1,5,2,1,220,5,1,1,4
261909,0.5056196804,32,2,1,1,1,4,210,2,1,1,2
412801,0.8446476591,40,2,2,1,1,4,220,4,1,1,2
264711,1.1428635092,40,2,2,1,1,4,220,6,2,2,2
284666,1.7069215671,50,1,2,1,1,5,220,4,1,1,1
268542,0.7949764532,63,1,1,1,1,5,10,1,1,1,1
128486,2.2089375451,44,1,1,2,2,5,10,1,0,0,1
246087,0.7342691955,90,2,3,4,2,6,10,1,0,0,1
317972,2.0004621462,61,1,2,1,1,5,210,2,2,2,2
269904,0.3329375893,78,1,2,4,1,6,210,2,2,2,1
275869,3.3063200122,71,2,3,4,1,6,10,1,1,1,1
153492,3.43838836,37,2,2,2,1,4,210,2,1,1,2
421787,1.4235677129,24,2,1,1,1,4,220,3,1,1,3
